"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","275","Get List By User -> GET /user/{user_id}/post (contains created post)","tests.posts","Fri Feb 06 17:12:41 UTC 2026","passed","Fri Feb 06 17:12:42 UTC 2026","TestPosts","test_post_regression","",""
"","162","POST /comment/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.comments","Fri Feb 06 17:12:56 UTC 2026","passed","Fri Feb 06 17:12:57 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","192","POST /user/create with missing required fields -> 400 BODY_NOT_VALID","tests.users","Fri Feb 06 17:12:54 UTC 2026","passed","Fri Feb 06 17:12:54 UTC 2026","TestUsersNegative","test_users_negative","",""
"","767","Comment flow (CREATE -> LIST by post -> LIST by user -> DELETE -> verify deleted)","tests.comments","Fri Feb 06 17:12:33 UTC 2026","passed","Fri Feb 06 17:12:34 UTC 2026","TestComments","test_comments_crud","",""
"","586","Get Comments By Post -> GET /post/{post_id}/comment","tests.comments","Fri Feb 06 17:12:50 UTC 2026","passed","Fri Feb 06 17:12:51 UTC 2026","TestComments","test_comments_regression","",""
"","278","Get Post by id -> GET /post/{id}","tests.posts","Fri Feb 06 17:12:37 UTC 2026","passed","Fri Feb 06 17:12:37 UTC 2026","TestPosts","test_post_regression","",""
"","157","POST /comment/create missing post -> 400 BODY_NOT_VALID","tests.comments","Fri Feb 06 17:12:57 UTC 2026","passed","Fri Feb 06 17:12:57 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","2542","Get Posts List -> GET /post","tests.posts","Fri Feb 06 17:12:39 UTC 2026","passed","Fri Feb 06 17:12:41 UTC 2026","TestPosts","test_post_regression","",""
"","209","Update User by id -> PUT /user/{id}","tests.users","Fri Feb 06 17:12:35 UTC 2026","passed","Fri Feb 06 17:12:36 UTC 2026","TestUsers","test_users_regression","",""
"","154","GET /user without app-id -> 403 APP_ID_MISSING","tests.users","Fri Feb 06 17:12:53 UTC 2026","passed","Fri Feb 06 17:12:53 UTC 2026","TestUsersNegative","test_users_negative","",""
"","228","Create Comment -> POST /comment/create","tests.comments","Fri Feb 06 17:12:42 UTC 2026","passed","Fri Feb 06 17:12:42 UTC 2026","TestComments","test_comments_regression","",""
"","392","GET wrong path -> 404 PATH_NOT_FOUND","tests.posts","Fri Feb 06 17:12:56 UTC 2026","passed","Fri Feb 06 17:12:56 UTC 2026","TestPostsNegative","test_post_negative","",""
"","7743","Get Comments List -> GET /comment","tests.comments","Fri Feb 06 17:12:42 UTC 2026","passed","Fri Feb 06 17:12:50 UTC 2026","TestComments","test_comments_regression","",""
"","384","Update Post -> PUT /post/{id}","tests.posts","Fri Feb 06 17:12:37 UTC 2026","passed","Fri Feb 06 17:12:38 UTC 2026","TestPosts","test_post_regression","",""
"","124","Get Users List -> GET /user","tests.users","Fri Feb 06 17:12:35 UTC 2026","passed","Fri Feb 06 17:12:35 UTC 2026","TestUsers","test_users_regression","",""
"","408","Get Comments By User -> GET /user/{user_id}/comment","tests.comments","Fri Feb 06 17:12:51 UTC 2026","passed","Fri Feb 06 17:12:52 UTC 2026","TestComments","test_comments_regression","",""
"","93","DELETE /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Fri Feb 06 17:12:54 UTC 2026","passed","Fri Feb 06 17:12:55 UTC 2026","TestUsersNegative","test_users_negative","",""
