"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","146","GET wrong path -> 404 PATH_NOT_FOUND","tests.comments","Fri Feb 06 19:54:48 UTC 2026","passed","Fri Feb 06 19:54:48 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","265","Get List By User -> GET /user/{user_id}/post (contains created post)","tests.posts","Fri Feb 06 19:54:32 UTC 2026","passed","Fri Feb 06 19:54:32 UTC 2026","TestPosts","test_post_regression","",""
"","91","GET /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestPostsNegative","test_post_negative","",""
"","556","Get Comments By User -> GET /user/{user_id}/comment","tests.comments","Fri Feb 06 19:54:43 UTC 2026","passed","Fri Feb 06 19:54:43 UTC 2026","TestComments","test_comments_regression","",""
"","443","Get Comments By Post -> GET /post/{post_id}/comment","tests.comments","Fri Feb 06 19:54:42 UTC 2026","passed","Fri Feb 06 19:54:42 UTC 2026","TestComments","test_comments_regression","",""
"","2960","Get Posts List -> GET /post","tests.posts","Fri Feb 06 19:54:29 UTC 2026","passed","Fri Feb 06 19:54:32 UTC 2026","TestPosts","test_post_regression","",""
"","141","GET wrong path -> 404 PATH_NOT_FOUND","tests.users","Fri Feb 06 19:54:45 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestUsersNegative","test_users_negative","",""
"","138","POST /post/create without app-id -> 403 APP_ID_MISSING","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestPostsNegative","test_post_negative","",""
"","201","Delete User -> DELETE /user/{id} (verify deleted)","tests.users","Fri Feb 06 19:54:26 UTC 2026","passed","Fri Feb 06 19:54:26 UTC 2026","TestUsers","test_users_regression","",""
"","576","Update Post -> PUT /post/{id}","tests.posts","Fri Feb 06 19:54:28 UTC 2026","passed","Fri Feb 06 19:54:28 UTC 2026","TestPosts","test_post_regression","",""
"","148","GET /post/{bad_id}/comment -> 400 PARAMS_NOT_VALID","tests.comments","Fri Feb 06 19:54:48 UTC 2026","passed","Fri Feb 06 19:54:48 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","0","Create User -> POST /user/create","tests.users","Fri Feb 06 19:54:25 UTC 2026","passed","Fri Feb 06 19:54:25 UTC 2026","TestUsers","test_users_regression","",""
"","197","Create Comment -> POST /comment/create","tests.comments","Fri Feb 06 19:54:33 UTC 2026","passed","Fri Feb 06 19:54:33 UTC 2026","TestComments","test_comments_regression","",""
"","90","POST /comment/create missing post -> 400 BODY_NOT_VALID","tests.comments","Fri Feb 06 19:54:48 UTC 2026","passed","Fri Feb 06 19:54:48 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","112","POST /post/create without text -> 400 BODY_NOT_VALID","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestPostsNegative","test_post_negative","",""
"","111","Get User by id -> GET /user/{id}","tests.users","Fri Feb 06 19:54:25 UTC 2026","passed","Fri Feb 06 19:54:25 UTC 2026","TestUsers","test_users_regression","",""
"","146","GET wrong path -> 404 PATH_NOT_FOUND","tests.posts","Fri Feb 06 19:54:47 UTC 2026","passed","Fri Feb 06 19:54:47 UTC 2026","TestPostsNegative","test_post_negative","",""
"","140","GET /user with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.users","Fri Feb 06 19:54:45 UTC 2026","passed","Fri Feb 06 19:54:45 UTC 2026","TestUsersNegative","test_users_negative","",""
"","90","DELETE /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Fri Feb 06 19:54:45 UTC 2026","passed","Fri Feb 06 19:54:45 UTC 2026","TestUsersNegative","test_users_negative","",""
"","236","POST /user/create with missing required fields -> 400 BODY_NOT_VALID","tests.users","Fri Feb 06 19:54:45 UTC 2026","passed","Fri Feb 06 19:54:45 UTC 2026","TestUsersNegative","test_users_negative","",""
"","257","Update User by id -> PUT /user/{id}","tests.users","Fri Feb 06 19:54:26 UTC 2026","passed","Fri Feb 06 19:54:26 UTC 2026","TestUsers","test_users_regression","",""
"","259","Get Post by id -> GET /post/{id}","tests.posts","Fri Feb 06 19:54:27 UTC 2026","passed","Fri Feb 06 19:54:27 UTC 2026","TestPosts","test_post_regression","",""
"","192","POST /comment/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.comments","Fri Feb 06 19:54:47 UTC 2026","passed","Fri Feb 06 19:54:47 UTC 2026","TestCommentsNegative","test_comments_negative","",""
